Incident Name,Page DateTime,Start DateTime,Incident Status,Location,Type,Cause,Counties,Acres Burned,Containment,Structures Threatened,Structures Destroyed,Structures Damaged,Civilian Injuries,Firefighter Injuries,Civilian Fatalities,Total Personnel,Engines,Water Tenders,Hand Crews,Other Resources,Administration Unit,Unified Command Agency(s)
Palisades Fire,Update on 01/08/2025 at 3:04 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,15832.0,0%,13306.0,300.0,,,,,836.0,149.0,4.0,,181.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/08/2025 at 2:54 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,15832.0,0%,13306.0,300.0,,,,,836.0,149.0,4.0,,181.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/08/2025 at 1:23 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,15832.0,0%,13306.0,300.0,,,,,836.0,149.0,4.0,,181.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/08/2025 at 1:20 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,15832.0,0%,13306.0,300.0,,,,,836.0,149.0,4.0,,181.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/08/2025 at 11:45 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,11802.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/08/2025 at 11:11 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,2921.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/08/2025 at 9:43 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,2921.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/08/2025 at 8:54 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,2921.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/08/2025 at 8:24 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,2921.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/08/2025 at 8:19 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,2921.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/08/2025 at 5:16 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,2921.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/08/2025 at 12:40 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,2921.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/08/2025 at 12:29 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,2921.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 10:20 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 9:57 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 9:23 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 8:57 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 8:35 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 8:26 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 8:19 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 6:25 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 5:59 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 5:48 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 5:15 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 4:56 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 4:37 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 4:28 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 4:14 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 4:09 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 4:07 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 4:06 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 3:38 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 3:34 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,1262.0,0%,,,,,,,,,,,,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/07/2025 at 2:31 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,200.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 2:27 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,200.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 1:34 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,200.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 1:33 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,200.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 1:24 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,200.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 12:37 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,200.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 12:31 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,200.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 12:20 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,200.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 12:19 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,200.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 12:03 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,200.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 12:00 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,200.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 11:49 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,200.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 11:44 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,200.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 11:31 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,200.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 11:26 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,10.0,0%,,,,,,,,,,,,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 11:18 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,10.0,0%,,,,,,,,,,,,Los Angeles Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 11:11 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,10.0,0%,,,,,,,,,,,,Los Angeles County Fire Department,Size
Palisades Fire,Update on 01/07/2025 at 11:06 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,10.0,0%,,,,,,,,,,,,Los Angeles County Fire Department,Size
