Incident Name,Page DateTime,Start DateTime,Incident Status,Location,Type,Cause,Counties,Acres Burned,Containment,Structures Threatened,Structures Destroyed,Structures Damaged,Civilian Injuries,Firefighter Injuries,Civilian Fatalities,Total Personnel,Engines,Water Tenders,Hand Crews,Other Resources,Administration Unit,Unified Command Agency(s)
Palisades Fire,Update on 02/10/2025 at 3:46 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,95%,12317.0,6833.0,973.0,3.0,1.0,12.0,800.0,22.0,1.0,9.0,1.0,Los Angeles City Fire Department,Size
Palisades Fire,Update on 02/07/2025 at 12:57 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,95%,12317.0,6833.0,973.0,3.0,1.0,12.0,800.0,22.0,1.0,9.0,1.0,Los Angeles City Fire Department,Size
Palisades Fire,Update on 02/05/2025 at 8:31 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,95%,12317.0,6831.0,973.0,3.0,1.0,12.0,800.0,22.0,1.0,9.0,1.0,Los Angeles City Fire Department,Size
Palisades Fire,Update on 02/05/2025 at 8:00 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,95%,12317.0,6831.0,973.0,3.0,1.0,12.0,800.0,22.0,1.0,9.0,1.0,Los Angeles City Fire Department,Size
Palisades Fire,Update on 02/04/2025 at 11:06 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,95%,12317.0,6831.0,973.0,3.0,1.0,12.0,800.0,22.0,1.0,9.0,1.0,Los Angeles City Fire Department,Size
Palisades Fire,Update on 02/04/2025 at 10:05 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,95%,12317.0,6831.0,973.0,3.0,1.0,12.0,800.0,22.0,1.0,9.0,1.0,Los Angeles City Fire Department,Size
Palisades Fire,Update on 02/04/2025 at 10:01 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,95%,12317.0,6831.0,973.0,3.0,1.0,12.0,800.0,22.0,1.0,9.0,1.0,Los Angeles City Fire Department,Size
Palisades Fire,Update on 02/04/2025 at 7:40 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,95%,12317.0,6831.0,973.0,3.0,1.0,12.0,800.0,22.0,1.0,9.0,1.0,Los Angeles City Fire Department,Size
Palisades Fire,Update on 02/03/2025 at 2:03 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,95%,12317.0,6831.0,973.0,3.0,1.0,12.0,800.0,22.0,1.0,9.0,1.0,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/30/2025 at 5:35 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,95%,12317.0,6837.0,1017.0,3.0,1.0,12.0,800.0,22.0,1.0,9.0,1.0,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/28/2025 at 9:29 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,95%,12317.0,6837.0,1017.0,3.0,1.0,12.0,800.0,22.0,1.0,9.0,1.0,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/28/2025 at 8:22 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,95%,12317.0,6837.0,1017.0,3.0,1.0,12.0,800.0,22.0,1.0,9.0,1.0,Los Angeles City Fire Department,Size
Palisades Fire,Update on 01/27/2025 at 5:22 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,95%,12317.0,6837.0,1017.0,3.0,1.0,12.0,800.0,22.0,1.0,9.0,1.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/27/2025 at 3:54 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,90%,12317.0,6837.0,1017.0,3.0,1.0,11.0,1043.0,19.0,1.0,16.0,3.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/27/2025 at 1:00 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,90%,12317.0,6837.0,1017.0,3.0,1.0,11.0,1043.0,19.0,1.0,16.0,3.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/27/2025 at 12:56 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,90%,12317.0,6837.0,1017.0,3.0,1.0,11.0,1043.0,19.0,1.0,16.0,3.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/27/2025 at 12:55 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,90%,12317.0,6837.0,1017.0,3.0,1.0,11.0,1043.0,19.0,1.0,16.0,3.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/27/2025 at 12:50 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,90%,12317.0,6837.0,1017.0,3.0,1.0,11.0,1043.0,19.0,1.0,16.0,3.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/26/2025 at 5:35 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,90%,12317.0,6837.0,1017.0,3.0,1.0,11.0,1043.0,19.0,1.0,16.0,3.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/26/2025 at 3:51 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,84%,12317.0,6834.0,1016.0,3.0,1.0,11.0,1859.0,151.0,11.0,12.0,4.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/26/2025 at 1:25 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,84%,12317.0,6834.0,1016.0,3.0,1.0,11.0,1859.0,151.0,11.0,12.0,4.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/26/2025 at 10:48 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,84%,12317.0,6834.0,1016.0,3.0,1.0,11.0,1859.0,151.0,11.0,12.0,4.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/26/2025 at 9:28 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,84%,12317.0,6834.0,1016.0,3.0,1.0,11.0,1859.0,151.0,11.0,12.0,4.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/26/2025 at 9:08 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,84%,12317.0,6834.0,1016.0,3.0,1.0,11.0,1859.0,151.0,11.0,12.0,4.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/25/2025 at 6:17 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,84%,12317.0,6834.0,1016.0,3.0,1.0,11.0,1859.0,151.0,11.0,12.0,4.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/25/2025 at 5:46 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,79%,12317.0,6808.0,966.0,3.0,1.0,11.0,2149.0,179.0,15.0,19.0,6.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/25/2025 at 2:32 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,79%,12317.0,6808.0,966.0,3.0,1.0,11.0,2149.0,179.0,15.0,19.0,6.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/25/2025 at 2:30 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,79%,12317.0,6808.0,966.0,3.0,1.0,11.0,2149.0,179.0,15.0,19.0,6.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/25/2025 at 8:38 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,79%,12317.0,6808.0,966.0,3.0,1.0,11.0,2149.0,179.0,15.0,19.0,6.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/24/2025 at 6:13 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,79%,12317.0,6822.0,1005.0,3.0,1.0,11.0,2149.0,179.0,15.0,19.0,6.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/24/2025 at 12:26 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,77%,12317.0,6809.0,972.0,3.0,1.0,11.0,2420.0,199.0,15.0,27.0,6.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/24/2025 at 6:24 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,77%,12317.0,6809.0,972.0,3.0,1.0,11.0,2420.0,199.0,15.0,27.0,6.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/23/2025 at 8:08 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,75%,12317.0,6810.0,941.0,3.0,1.0,11.0,2420.0,199.0,15.0,27.0,6.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/23/2025 at 7:03 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,75%,12317.0,6810.0,941.0,3.0,1.0,11.0,2420.0,199.0,15.0,27.0,6.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/23/2025 at 3:18 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,72%,12417.0,6770.0,904.0,3.0,1.0,11.0,3274.0,344.0,18.0,34.0,5.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/23/2025 at 2:25 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,72%,12417.0,6770.0,904.0,3.0,1.0,11.0,3274.0,344.0,18.0,34.0,5.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/23/2025 at 10:50 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,72%,12417.0,6770.0,904.0,3.0,1.0,11.0,3274.0,344.0,18.0,34.0,5.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/23/2025 at 8:32 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,72%,12417.0,6770.0,904.0,3.0,1.0,11.0,3274.0,344.0,18.0,34.0,5.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/23/2025 at 6:28 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,72%,12417.0,6770.0,904.0,3.0,1.0,11.0,3274.0,344.0,18.0,34.0,5.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/22/2025 at 6:32 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,70%,12417.0,6662.0,890.0,3.0,1.0,11.0,3274.0,344.0,18.0,34.0,5.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/22/2025 at 4:15 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,68%,12417.0,6662.0,890.0,3.0,1.0,11.0,4237.0,393.0,18.0,71.0,5.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/22/2025 at 2:34 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,68%,12417.0,6662.0,890.0,3.0,1.0,11.0,4237.0,393.0,18.0,71.0,5.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/22/2025 at 8:51 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,68%,12417.0,6662.0,890.0,3.0,1.0,11.0,4237.0,393.0,18.0,71.0,5.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/22/2025 at 6:23 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,68%,12417.0,6662.0,890.0,3.0,1.0,11.0,4237.0,393.0,18.0,71.0,5.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/21/2025 at 6:32 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23448.0,65%,12417.0,6528.0,882.0,3.0,1.0,11.0,4335.0,393.0,18.0,71.0,6.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/21/2025 at 2:18 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,63%,12280.0,6380.0,857.0,3.0,1.0,11.0,5337.0,478.0,18.0,88.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/21/2025 at 2:13 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,63%,12280.0,6380.0,857.0,3.0,1.0,11.0,5337.0,478.0,18.0,88.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/21/2025 at 12:50 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,63%,12280.0,6380.0,857.0,3.0,1.0,11.0,5337.0,478.0,18.0,88.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/21/2025 at 12:29 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,63%,12280.0,6380.0,857.0,3.0,1.0,11.0,5337.0,478.0,18.0,88.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/21/2025 at 12:08 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,63%,12280.0,6380.0,857.0,3.0,1.0,11.0,5337.0,478.0,18.0,88.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/21/2025 at 11:19 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,63%,12280.0,6380.0,857.0,3.0,1.0,11.0,5337.0,478.0,18.0,88.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/21/2025 at 11:15 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,63%,12280.0,6380.0,857.0,3.0,1.0,11.0,5337.0,478.0,18.0,88.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/21/2025 at 6:47 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,63%,12280.0,6380.0,857.0,3.0,1.0,11.0,5337.0,478.0,18.0,88.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/21/2025 at 6:26 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,63%,12280.0,6380.0,857.0,3.0,1.0,11.0,5337.0,478.0,18.0,88.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/21/2025 at 6:23 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,63%,12280.0,6380.0,857.0,3.0,1.0,11.0,5337.0,478.0,18.0,88.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 6:43 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,61%,12280.0,6207.0,821.0,3.0,1.0,11.0,5337.0,478.0,18.0,88.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 4:58 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 4:50 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 4:47 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 4:44 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 3:39 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 3:38 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 3:35 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 11:30 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 11:28 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 11:22 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 11:17 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 10:59 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 10:49 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
